timestamp,kalshi_slug,poly_slug,chainlink_price,cf_price,price_diff,kalshi_target_price,poly_target_price,kalshi_resolution,poly_resolution,time_remaining,time_progress,kalshi_error,poly_error,oracle_gap,oracle_gap_abs,market_gap,abs_kalshi_error,abs_poly_error,abs_oracle_gap,abs_market_gap,same_direction,rel_kalshi_error,rel_poly_error,relative_disagreement,matching
2026-04-28T17:33:35.786248-04:00,KXBTC15M-26APR281745-45,btc-updown-15m-1777411800,76323.94,76326.4,2.459999999991851,76307.39,76301.36217652843,1,1,684.213752,215.786248,-19.00999999999476,-22.57782347156899,2.459999999991851,2.459999999991851,6.02782347156608,19.00999999999476,22.57782347156899,2.459999999991851,6.02782347156608,1,-0.0002490619235283567,-0.0002958157489192643,3.567823471574229,1
2026-04-28T17:33:59.143056-04:00,KXBTC15M-26APR281745-45,btc-updown-15m-1777411800,76324.74,76326.53,1.7899999999935972,76307.39,76301.36217652843,1,1,660.856944,239.143056,-19.139999999999418,-23.3778234715719,1.7899999999935972,1.7899999999935972,6.02782347156608,19.139999999999418,23.3778234715719,1.7899999999935972,6.02782347156608,1,-0.00025076470789382694,-0.00030629417763587403,4.237823471572483,1
2026-04-28T17:34:22.912333-04:00,KXBTC15M-26APR281745-45,btc-updown-15m-1777411800,76325.94,76332.7,6.759999999994761,76307.39,76301.36217652843,1,1,637.087667,262.912333,-25.30999999999767,-24.57782347156899,6.759999999994761,6.759999999994761,6.02782347156608,25.30999999999767,24.57782347156899,6.759999999994761,6.02782347156608,1,-0.00033157480345903754,-0.0003220114088548269,0.7321765284286812,1
2026-04-28T17:34:46.463967-04:00,KXBTC15M-26APR281745-45,btc-updown-15m-1777411800,76327.09,76322.22,4.869999999995343,76307.39,76301.36217652843,1,1,613.536033,286.463967,-14.830000000001746,-25.72782347156317,-4.869999999995343,4.869999999995343,6.02782347156608,14.830000000001746,25.72782347156317,4.869999999995343,6.02782347156608,1,-0.0001943077651567492,-0.0003370732916918904,10.897823471561424,1
2026-04-28T17:35:56.330455-04:00,KXBTC15M-26APR281745-45,btc-updown-15m-1777411800,76322.27,76365.04,42.76999999998952,76307.39,76301.36217652843,1,1,543.669545,356.33045500000003,-57.64999999999418,-20.907823471570737,42.76999999998952,42.76999999998952,6.02782347156608,57.64999999999418,20.907823471570737,42.76999999998952,6.02782347156608,1,-0.0007549265999205158,-0.0002739413210792962,36.74217652842344,1
2026-04-28T17:36:19.790795-04:00,KXBTC15M-26APR281745-45,btc-updown-15m-1777411800,76344.2,76371.76,27.55999999999767,76307.39,76301.36217652843,1,1,520.209205,379.790795,-64.36999999999534,-42.83782347156375,27.55999999999767,27.55999999999767,6.02782347156608,64.36999999999534,42.83782347156375,27.55999999999767,6.02782347156608,1,-0.000842850812918222,-0.0005611143147948863,21.53217652843159,1
2026-04-28T17:36:43.322723-04:00,KXBTC15M-26APR281745-45,btc-updown-15m-1777411800,76360.71,76371.05,10.339999999996508,76307.39,76301.36217652843,1,1,496.677277,403.322723,-63.66000000000349,-59.347823471573065,10.339999999996508,10.339999999996508,6.02782347156608,63.66000000000349,59.347823471573065,10.339999999996508,6.02782347156608,1,-0.0008335619321719878,-0.0007772036623490412,4.312176528430427,1
2026-04-28T17:37:06.600693-04:00,KXBTC15M-26APR281745-45,btc-updown-15m-1777411800,76375.93,76393.93,18.0,76307.39,76301.36217652843,1,1,473.399307,426.600693,-86.5399999999936,-74.56782347155968,18.0,18.0,6.02782347156608,86.5399999999936,74.56782347155968,18.0,6.02782347156608,1,-0.0011328125153398131,-0.0009763262257043506,11.97217652843392,1
2026-04-28T17:37:29.898880-04:00,KXBTC15M-26APR281745-45,btc-updown-15m-1777411800,76374.13,76401.4,27.269999999989523,76307.39,76301.36217652843,1,1,450.10112,449.89888,-94.00999999999476,-72.76782347157132,27.269999999989523,27.269999999989523,6.02782347156608,94.00999999999476,72.76782347157132,27.269999999989523,6.02782347156608,1,-0.0012304748342307178,-0.0009527810460370719,21.242176528423443,1
2026-04-28T17:37:53.248254-04:00,KXBTC15M-26APR281745-45,btc-updown-15m-1777411800,76376.48,76388.15,11.669999999998254,76307.39,76301.36217652843,1,1,426.751746,473.248254,-80.75999999999476,-75.11782347156259,11.669999999998254,11.669999999998254,6.02782347156608,80.75999999999476,75.11782347156259,11.669999999998254,6.02782347156608,1,-0.0010572320444989802,-0.0009835203647976785,5.642176528432174,1
2026-04-28T17:38:16.451947-04:00,KXBTC15M-26APR281745-45,btc-updown-15m-1777411800,76366.64,76371.74,5.100000000005821,76307.39,76301.36217652843,1,1,403.548053,496.451947,-64.35000000000582,-65.27782347156608,5.100000000005821,5.100000000005821,6.02782347156608,64.35000000000582,65.27782347156608,5.100000000005821,6.02782347156608,1,-0.0008425891566698077,-0.000854795018761675,0.9278234715602593,1
